Date,Tournament,Surface,Round,Roger's Ranking,Opponent's Ranking,Score,Total Points,Aces,Double Faults,Service Points,First Serve Points,Second Serve Points,Opponent Aces,Time,Abandon,W/O,RF Win,Adversaire,Decompte ATP,Year,Month,Nber of Sets
2021-06-28,Wimbledon,Grass,QF,8,18,6-3 7-6(4) 6-0,181,5,3,93,60,33,10,109,0,0,0,Hubert Hurkacz,Hubert Hurkacz,2021,6,3
2021-06-28,Wimbledon,Grass,R16,8,27,7-5 6-4 6-2,186,4,1,78,47,31,4,131,0,0,1,Lorenzo Sonego,Federer,2021,6,3
2021-06-28,Wimbledon,Grass,R32,8,34,6-4 6-4 5-7 6-4,246,7,0,114,76,38,12,155,0,0,1,Cameron Norrie,Federer,2021,6,4
2021-06-28,Wimbledon,Grass,R64,8,56,7-6(1) 6-1 6-4,191,10,0,95,62,33,3,111,0,0,1,Richard Gasquet,Federer,2021,6,3
2021-06-28,Wimbledon,Grass,R128,8,41,6-4 6-7(3) 3-6 6-2 0-0 RET,242,16,3,112,68,44,5,164,1,0,1,Adrian Mannarino,Federer,2021,6,6
2021-06-14,Halle,Grass,R16,8,21,4-6 6-3 6-2,160,5,1,91,61,30,13,104,0,0,0,Felix Auger Aliassime,Felix Auger Aliassime,2021,6,3
2021-06-14,Halle,Grass,R32,8,90,7-6(4) 7-5,146,4,1,76,57,19,8,94,0,0,1,Ilya Ivashka,Federer,2021,6,2
2021-05-31,Roland Garros,Clay,R16,8,9,W/O,,,,,,,,,0,1,0,Matteo Berrettini,,2021,5,1
2021-05-31,Roland Garros,Clay,R32,8,59,7-6(5) 6-7(3) 7-6(4) 7-5,319,6,1,158,101,57,11,215,0,0,1,Dominik Koepfer,Federer,2021,5,4
2021-05-31,Roland Garros,Clay,R64,8,47,6-2 2-6 7-6(4) 6-2,237,16,1,117,80,37,12,155,0,0,1,Marin Cilic,Federer,2021,5,4
2021-05-31,Roland Garros,Clay,R128,8,204,6-2 6-4 6-3,152,8,0,65,46,19,3,93,0,0,1,Denis Istomin,Federer,2021,5,3
2021-05-17,Geneva,Clay,R16,8,75,6-4 4-6 6-4,165,3,0,81,48,33,6,111,0,0,0,Pablo Andujar,Pablo Andujar,2021,5,3
2021-03-08,Doha,Hard,QF,6,42,3-6 6-1 7-5,188,12,0,96,66,30,12,110,0,0,0,Nikoloz Basilashvili,Nikoloz Basilashvili,2021,3,3
2021-03-08,Doha,Hard,R16,6,28,7-6(8) 3-6 7-5,228,13,0,105,71,34,9,144,0,0,1,Daniel Evans,Federer,2021,3,3
2020-01-20,Australian Open,Hard,SF,3,2,7-6(1) 6-4 6-3,206,15,3,104,68,36,11,138,0,0,0,Novak Djokovic,Novak Djokovic,2020,1,3
2020-01-20,Australian Open,Hard,QF,3,100,6-3 2-6 2-6 7-6(8) 6-3,321,5,3,171,112,59,27,211,0,0,1,Tennys Sandgren,Federer,2020,1,5
2020-01-20,Australian Open,Hard,R16,3,67,4-6 6-1 6-2 6-2,192,5,0,103,63,40,1,131,0,0,1,Marton Fucsovics,Federer,2020,1,4
2020-01-20,Australian Open,Hard,R32,3,47,4-6 7-6(2) 6-4 4-6 7-6(8),359,16,6,170,111,59,11,243,0,0,1,John Millman,Federer,2020,1,5
2020-01-20,Australian Open,Hard,R64,3,41,6-1 6-4 6-1,145,14,0,68,47,21,4,92,0,0,1,Filip Krajinovic,Federer,2020,1,3
2020-01-20,Australian Open,Hard,R128,3,75,6-3 6-2 6-2,139,11,1,66,49,17,3,81,0,0,1,Steve Johnson,Federer,2020,1,3
2019-11-11,Tour Finals,Hard,SF,3,6,6-3 6-4,143,3,0,54,30,24,6,96,0,0,0,Stefanos Tsitsipas,Stefanos Tsitsipas,2019,11,2
2019-11-11,Tour Finals,Hard,RR,3,2,6-4 6-3,111,12,2,49,36,13,2,73,0,0,1,Novak Djokovic,Federer,2019,11,2
2019-11-11,Tour Finals,Hard,RR,3,5,7-5 7-5,149,5,0,68,47,21,1,100,0,0,0,Dominic Thiem,Dominic Thiem,2019,11,2
2019-11-11,Tour Finals,Hard,RR,3,8,7-6(2) 6-3,130,8,0,67,45,22,6,78,0,0,1,Matteo Berrettini,Federer,2019,11,2
2019-10-21,Basel,Hard,F,3,28,6-2 6-2,96,4,0,50,32,18,0,68,0,0,1,Alex De Minaur,Federer,2019,10,2
2019-10-21,Basel,Hard,SF,3,7,6-4 6-4,117,6,2,52,30,22,4,78,0,0,1,Stefanos Tsitsipas,Federer,2019,10,2
2019-10-21,Basel,Hard,QF,3,17,W/O,,,,,,,,,0,1,1,Stan Wawrinka,,2019,10,1
2019-10-21,Basel,Hard,R16,3,49,6-0 6-3,99,5,1,40,30,10,0,62,0,0,1,Radu Albot,Federer,2019,10,2
2019-10-21,Basel,Hard,R32,3,112,6-2 6-1,91,12,2,51,33,18,1,52,0,0,1,Peter Gojowczyk,Federer,2019,10,2
2019-10-07,Shanghai Masters,Hard,QF,3,6,6-3 6-7(7) 6-3,182,3,0,92,59,33,17,124,0,0,0,Alexander Zverev,Alexander Zverev,2019,10,3
2019-10-07,Shanghai Masters,Hard,R16,3,14,7-6(7) 6-4,172,8,1,83,60,23,2,114,0,0,1,David Goffin,Federer,2019,10,2
2019-10-07,Shanghai Masters,Hard,R32,3,46,6-2 7-6(5),127,8,0,54,43,11,7,84,0,0,1,Albert Ramos,Federer,2019,10,2
2019-09-20,Laver Cup,Hard,RR,3,20,6-4 7-6(3),,,,,,,,,0,0,1,John Isner,Federer,2019,9,2
2019-09-20,Laver Cup,Hard,RR,3,27,6-7(5) 7-5 [10-7],,,,,,,,,0,0,1,Nick Kyrgios,Federer,2019,9,3
2019-08-26,US Open,Hard,QF,3,78,3-6 6-4 3-6 6-4 6-2,275,6,1,144,88,56,6,192,0,0,0,Grigor Dimitrov,Grigor Dimitrov,2019,8,5
2019-08-26,US Open,Hard,R16,3,15,6-2 6-2 6-0,122,10,3,62,42,20,0,79,0,0,1,David Goffin,Federer,2019,8,3
2019-08-26,US Open,Hard,R32,3,58,6-2 6-2 6-1,128,10,1,61,40,21,0,80,0,0,1,Daniel Evans,Federer,2019,8,3
2019-08-26,US Open,Hard,R64,3,99,3-6 6-2 6-3 6-4,236,16,4,119,82,37,2,142,0,0,1,Damir Dzumhur,Federer,2019,8,4
2019-08-26,US Open,Hard,R128,3,190,4-6 6-1 6-2 6-4,239,12,7,132,80,52,0,150,0,0,1,Sumit Nagal,Federer,2019,8,4
2019-08-12,Cincinnati Masters,Hard,R16,3,70,6-3 6-4,103,5,2,49,32,17,5,61,0,0,0,Andrey Rublev,Andrey Rublev,2019,8,2
2019-08-12,Cincinnati Masters,Hard,R32,3,55,6-3 6-4,102,9,0,53,35,18,3,61,0,0,1,Juan Ignacio Londero,Federer,2019,8,2
2019-07-01,Wimbledon,Grass,F,3,1,7-6(5) 1-6 7-6(4) 4-6 13-12,422,25,6,203,127,76,10,297,0,0,0,Novak Djokovic,Novak Djokovic,2019,7,5
2019-07-01,Wimbledon,Grass,SF,3,2,7-6(3) 1-6 6-3 6-4,243,14,1,116,79,37,10,182,0,0,1,Rafael Nadal,Federer,2019,7,4
2019-07-01,Wimbledon,Grass,QF,3,7,4-6 6-1 6-4 6-4,244,12,4,106,70,36,3,156,0,0,1,Kei Nishikori,Federer,2019,7,4
2019-07-01,Wimbledon,Grass,R16,3,20,6-1 6-2 6-2,119,5,1,61,42,19,3,74,0,0,1,Matteo Berrettini,Federer,2019,7,3
2019-07-01,Wimbledon,Grass,R32,3,28,7-5 6-2 7-6(4),208,6,0,102,71,31,6,126,0,0,1,Lucas Pouille,Federer,2019,7,3
2019-07-01,Wimbledon,Grass,R64,3,169,6-1 7-6(3) 6-2,159,10,2,73,46,27,1,97,0,0,1,Jay Clarke,Federer,2019,7,3
2019-07-01,Wimbledon,Grass,R128,3,86,3-6 6-1 6-2 6-2,177,9,1,78,44,34,5,111,0,0,1,Lloyd Harris,Federer,2019,7,4
2019-06-17,Halle,Grass,F,3,33,7-6(2) 6-1,128,7,1,58,35,23,7,83,0,0,1,David Goffin,Federer,2019,6,2
2019-06-17,Halle,Grass,SF,3,43,6-3 6-3,102,6,0,41,28,13,10,62,0,0,1,Pierre Hugues Herbert,Federer,2019,6,2
2019-06-17,Halle,Grass,QF,3,20,6-3 4-6 6-4,177,4,0,90,59,31,3,113,0,0,1,Roberto Bautista Agut,Federer,2019,6,3
2019-06-17,Halle,Grass,R16,3,77,7-6(5) 4-6 7-5,197,7,1,100,66,34,15,136,0,0,1,Jo Wilfried Tsonga,Federer,2019,6,3
2019-06-17,Halle,Grass,R32,3,57,7-6(1) 6-3,129,9,5,63,42,21,2,77,0,0,1,John Millman,Federer,2019,6,2
2019-05-27,Roland Garros,Clay,SF,3,2,6-3 6-4 6-2,181,3,1,93,55,38,3,145,0,0,0,Rafael Nadal,Rafael Nadal,2019,5,3
2019-05-27,Roland Garros,Clay,QF,3,28,7-6(4) 4-6 7-6(5) 6-4,320,5,2,149,94,55,8,215,0,0,1,Stan Wawrinka,Federer,2019,5,4
2019-05-27,Roland Garros,Clay,R16,3,68,6-2 6-3 6-3,157,4,0,70,47,23,0,102,0,0,1,Leonardo Mayer,Federer,2019,5,3
2019-05-27,Roland Garros,Clay,R32,3,63,6-3 6-1 7-6(8),204,11,3,97,60,37,2,131,0,0,1,Casper Ruud,Federer,2019,5,3
2019-05-27,Roland Garros,Clay,R64,3,144,6-4 6-3 6-4,160,5,0,82,62,20,4,96,0,0,1,Oscar Otte,Federer,2019,5,3
2019-05-27,Roland Garros,Clay,R128,3,74,6-2 6-4 6-4,162,5,2,70,52,18,3,101,0,0,1,Lorenzo Sonego,Federer,2019,5,3
2019-05-13,Rome Masters,Clay,QF,3,7,W/O,,,,,,,,,0,1,0,Stefanos Tsitsipas,,2019,5,1
2019-05-13,Rome Masters,Clay,R16,3,15,2-6 6-4 7-6(7),202,9,2,109,62,47,5,151,0,0,1,Borna Coric,Federer,2019,5,3
2019-05-13,Rome Masters,Clay,R32,3,72,6-4 6-3,122,3,1,55,31,24,2,80,0,0,1,Joao Sousa,Federer,2019,5,2
2019-05-06,Madrid Masters,Clay,QF,3,5,3-6 7-6(11) 6-4,202,6,3,106,76,30,8,130,0,0,0,Dominic Thiem,Dominic Thiem,2019,5,3
2019-05-06,Madrid Masters,Clay,R16,3,18,6-0 4-6 7-6(3),189,4,2,84,49,35,7,120,0,0,1,Gael Monfils,Federer,2019,5,3
2019-05-06,Madrid Masters,Clay,R32,3,39,6-2 6-3,91,7,1,51,27,24,1,52,0,0,1,Richard Gasquet,Federer,2019,5,2
2019-03-18,Miami Masters,Hard,F,5,9,6-1 6-4,88,6,1,35,20,15,9,63,0,0,1,John Isner,Federer,2019,3,2
2019-03-18,Miami Masters,Hard,SF,5,23,6-2 6-4,112,2,1,45,22,23,3,72,0,0,1,Denis Shapovalov,Federer,2019,3,2
2019-03-18,Miami Masters,Hard,QF,5,7,6-0 6-4,117,3,2,42,25,17,4,85,0,0,1,Kevin Anderson,Federer,2019,3,2
2019-03-18,Miami Masters,Hard,R16,5,15,6-4 6-2,99,5,0,48,33,15,2,61,0,0,1,Daniil Medvedev,Federer,2019,3,2
2019-03-18,Miami Masters,Hard,R32,5,103,7-5 6-3,141,14,1,59,43,16,2,90,0,0,1,Filip Krajinovic,Federer,2019,3,2
2019-03-18,Miami Masters,Hard,R64,5,46,4-6 7-5 6-3,192,14,2,91,56,35,2,128,0,0,1,Radu Albot,Federer,2019,3,3
2019-03-04,Indian Wells Masters,Hard,F,4,8,3-6 6-3 7-5,181,3,2,84,59,25,1,122,0,0,0,Dominic Thiem,Dominic Thiem,2019,3,3
2019-03-04,Indian Wells Masters,Hard,SF,4,2,W/O,,,,,,,,,0,1,1,Rafael Nadal,,2019,3,1
2019-03-04,Indian Wells Masters,Hard,QF,4,67,6-4 6-4,120,4,3,59,32,27,6,73,0,0,1,Hubert Hurkacz,Federer,2019,3,2
2019-03-04,Indian Wells Masters,Hard,R16,4,23,6-1 6-4,108,6,0,65,43,22,4,63,0,0,1,Kyle Edmund,Federer,2019,3,2
2019-03-04,Indian Wells Masters,Hard,R32,4,40,6-3 6-4,101,4,0,50,34,16,8,59,0,0,1,Stan Wawrinka,Federer,2019,3,2
2019-03-04,Indian Wells Masters,Hard,R64,4,85,6-1 7-5,136,2,6,58,32,26,6,77,0,0,1,Peter Gojowczyk,Federer,2019,3,2
2019-02-25,Dubai,Hard,F,7,11,6-4 6-4,109,6,0,55,42,13,4,69,0,0,1,Stefanos Tsitsipas,Federer,2019,2,2
2019-02-25,Dubai,Hard,SF,7,13,6-2 6-2,103,7,1,44,25,19,1,67,0,0,1,Borna Coric,Federer,2019,2,2
2019-02-25,Dubai,Hard,QF,7,35,7-6(6) 6-4,162,2,2,80,50,30,2,116,0,0,1,Marton Fucsovics,Federer,2019,2,2
2019-02-25,Dubai,Hard,R16,7,32,6-3 3-6 6-3,148,10,2,78,55,23,3,94,0,0,1,Fernando Verdasco,Federer,2019,2,3
2019-02-25,Dubai,Hard,R32,7,31,6-4 3-6 6-1,156,7,3,67,48,19,1,95,0,0,1,Philipp Kohlschreiber,Federer,2019,2,3
2019-01-14,Australian Open,Hard,R16,3,15,6-7(11) 7-6(3) 7-5 7-6(5),344,12,0,156,105,51,20,225,0,0,0,Stefanos Tsitsipas,Stefanos Tsitsipas,2019,1,4
2019-01-14,Australian Open,Hard,R32,3,50,6-2 7-5 6-2,148,10,3,70,43,27,8,88,0,0,1,Taylor Fritz,Federer,2019,1,3
2019-01-14,Australian Open,Hard,R64,3,189,7-6(5) 7-6(3) 6-3,214,11,1,99,62,37,4,155,0,0,1,Daniel Evans,Federer,2019,1,3
2019-01-14,Australian Open,Hard,R128,3,101,6-3 6-4 6-4,181,14,2,82,46,36,4,117,0,0,1,Denis Istomin,Federer,2019,1,3
2018-11-12,Tour Finals,Hard,SF,3,5,7-5 7-6(5),130,3,0,65,37,28,7,95,0,0,0,Alexander Zverev,Alexander Zverev,2018,11,2
2018-11-12,Tour Finals,Hard,RR,3,9,7-6(4) 6-3,124,4,4,56,32,24,2,87,0,0,0,Kei Nishikori,Kei Nishikori,2018,11,2
2018-11-12,Tour Finals,Hard,RR,3,8,6-2 6-3,102,4,0,38,22,16,1,66,0,0,1,Dominic Thiem,Federer,2018,11,2
2018-11-12,Tour Finals,Hard,RR,3,6,6-4 6-3,105,3,1,50,29,21,10,77,0,0,1,Kevin Anderson,Federer,2018,11,2
2018-10-29,Paris Masters,Hard,SF,3,2,7-6(6) 5-7 7-6(3),252,17,2,139,93,46,8,182,0,0,0,Novak Djokovic,Novak Djokovic,2018,10,3
2018-10-29,Paris Masters,Hard,QF,3,11,6-4 6-4,119,7,2,56,29,27,3,79,0,0,1,Kei Nishikori,Federer,2018,10,2
2018-10-29,Paris Masters,Hard,R16,3,14,6-4 6-3,123,8,2,54,27,27,2,73,0,0,1,Fabio Fognini,Federer,2018,10,2
2018-10-29,Paris Masters,Hard,R32,3,21,W/O,,,,,,,,,0,1,1,Milos Raonic,,2018,10,1
2018-10-22,Basel,Hard,F,3,93,7-6(5) 6-4,141,6,3,65,34,31,14,94,0,0,1,Marius Copil,Federer,2018,10,2
2018-10-22,Basel,Hard,SF,3,20,6-1 6-4,114,6,5,55,30,25,1,64,0,0,1,Daniil Medvedev,Federer,2018,10,2
2018-10-22,Basel,Hard,QF,3,32,7-6(1) 4-6 6-4,219,15,4,110,65,45,8,154,0,0,1,Gilles Simon,Federer,2018,10,3
2018-10-22,Basel,Hard,R16,3,52,6-3 7-5,119,7,5,60,32,28,8,67,0,0,1,Jan Lennard Struff,Federer,2018,10,2
2018-10-22,Basel,Hard,R32,3,35,6-2 4-6 6-4,186,10,6,93,44,49,3,129,0,0,1,Filip Krajinovic,Federer,2018,10,3
2018-10-08,Shanghai Masters,Hard,SF,2,19,6-4 6-4,110,8,0,61,41,20,9,73,0,0,0,Borna Coric,Borna Coric,2018,10,2
2018-10-08,Shanghai Masters,Hard,QF,2,12,6-4 7-6(4),167,10,1,84,60,24,0,111,0,0,1,Kei Nishikori,Federer,2018,10,2
2018-10-08,Shanghai Masters,Hard,R16,2,28,6-3 2-6 6-4,172,8,1,81,54,27,9,112,0,0,1,Roberto Bautista Agut,Federer,2018,10,3
2018-10-08,Shanghai Masters,Hard,R32,2,22,6-4 4-6 6-4,187,10,0,86,61,25,5,,0,0,1,Daniil Medvedev,Federer,2018,10,3
2018-09-21,Laver Cup,Hard,RR,2,10,6-7(5) 7-6(6) [10-7],,,,,,,,,0,0,1,John Isner,Federer,2018,9,3
2018-09-21,Laver Cup,Hard,RR,2,27,6-3 6-2,,,,,,,,,0,0,1,Nick Kyrgios,Federer,2018,9,2
2018-08-27,US Open,Hard,R16,2,55,3-6 7-5 7-6(7) 7-6(3),317,13,10,173,84,89,8,215,0,0,0,John Millman,John Millman,2018,8,4
2018-08-27,US Open,Hard,R32,2,30,6-4 6-1 7-5,186,16,1,92,61,31,13,104,0,0,1,Nick Kyrgios,Federer,2018,8,3
2018-08-27,US Open,Hard,R64,2,56,7-5 6-4 6-4,197,5,5,95,55,40,6,117,0,0,1,Benoit Paire,Federer,2018,8,3
2018-08-27,US Open,Hard,R128,2,177,6-2 6-2 6-4,192,14,3,82,55,27,0,112,0,0,1,Yoshihito Nishioka,Federer,2018,8,3
2018-08-13,Cincinnati Masters,Hard,F,2,10,6-4 6-4,130,11,4,77,45,32,4,84,0,0,0,Novak Djokovic,Novak Djokovic,2018,8,2
2018-08-13,Cincinnati Masters,Hard,SF,2,11,7-6(3) 1-1 RET,102,9,2,45,32,13,1,62,1,0,1,David Goffin,Federer,2018,8,3
2018-08-13,Cincinnati Masters,Hard,QF,2,151,6-7(2) 7-6(6) 6-2,201,7,1,90,50,40,3,136,0,0,1,Stan Wawrinka,Federer,2018,8,3
2018-08-13,Cincinnati Masters,Hard,R16,2,50,6-1 7-6(6),116,10,1,54,38,16,2,72,0,0,1,Leonardo Mayer,Federer,2018,8,2
2018-08-13,Cincinnati Masters,Hard,R32,2,47,6-4 6-4,125,12,4,61,39,22,11,72,0,0,1,Peter Gojowczyk,Federer,2018,8,2
2018-07-02,Wimbledon,Grass,QF,2,8,2-6 6-7(5) 7-5 6-4 13-11,385,17,1,177,123,54,27,254,0,0,0,Kevin Anderson,Kevin Anderson,2018,7,5
2018-07-02,Wimbledon,Grass,R16,2,26,6-0 7-5 6-4,176,13,0,76,51,25,6,105,0,0,1,Adrian Mannarino,Federer,2018,7,3
2018-07-02,Wimbledon,Grass,R32,2,64,6-3 7-5 6-2,174,10,2,74,40,34,11,94,0,0,1,Jan Lennard Struff,Federer,2018,7,3
2018-07-02,Wimbledon,Grass,R64,2,73,6-4 6-4 6-1,151,16,0,61,43,18,6,90,0,0,1,Lukas Lacko,Federer,2018,7,3
2018-07-02,Wimbledon,Grass,R128,2,58,6-1 6-3 6-4,147,8,1,63,45,18,0,79,0,0,1,Dusan Lajovic,Federer,2018,7,3
2018-06-18,Halle,Grass,F,1,34,7-6(6) 3-6 6-2,186,12,1,88,62,26,11,126,0,0,0,Borna Coric,Borna Coric,2018,6,3
2018-06-18,Halle,Grass,SF,1,109,7-6(1) 7-5,149,12,3,75,50,25,8,87,0,0,1,Denis Kudla,Federer,2018,6,2
2018-06-18,Halle,Grass,QF,1,60,7-6(2) 7-5,146,6,0,65,36,29,8,88,0,0,1,Matthew Ebden,Federer,2018,6,2
2018-06-18,Halle,Grass,R16,1,48,6-3 3-6 7-6(7),204,7,0,90,57,33,9,118,0,0,1,Benoit Paire,Federer,2018,6,3
2018-06-18,Halle,Grass,R32,1,72,6-3 6-4,119,7,0,49,34,15,6,71,0,0,1,Aljaz Bedene,Federer,2018,6,2
2018-06-11,Stuttgart,Grass,F,2,35,6-4 7-6(3),127,4,0,66,44,22,14,78,0,0,1,Milos Raonic,Federer,2018,6,2
2018-06-11,Stuttgart,Grass,SF,2,24,6-7(2) 6-2 7-6(5),198,12,2,86,54,32,23,111,0,0,1,Nick Kyrgios,Federer,2018,6,3
2018-06-11,Stuttgart,Grass,QF,2,75,6-4 6-4,113,4,0,56,35,21,6,65,0,0,1,Guido Pella,Federer,2018,6,2
2018-06-11,Stuttgart,Grass,R16,2,54,3-6 6-4 6-2,159,5,1,71,48,23,7,93,0,0,1,Mischa Zverev,Federer,2018,6,3
2018-03-19,Miami Masters,Hard,R64,1,175,3-6 6-3 7-6(4),194,9,3,84,55,29,7,141,0,0,0,Thanasi Kokkinakis,Thanasi Kokkinakis,2018,3,3
2018-03-05,Indian Wells Masters,Hard,F,1,8,6-4 6-7(8) 7-6(2),230,10,5,115,70,45,8,162,0,0,0,Juan Martin Del Potro,Juan Martin Del Potro,2018,3,3
2018-03-05,Indian Wells Masters,Hard,SF,1,49,5-7 6-4 6-4,184,5,1,88,53,35,3,140,0,0,1,Borna Coric,Federer,2018,3,3
2018-03-05,Indian Wells Masters,Hard,QF,1,26,7-5 6-1,127,12,1,69,46,23,0,82,0,0,1,Hyeon Chung,Federer,2018,3,2
2018-03-05,Indian Wells Masters,Hard,R16,1,100,7-5 6-4,127,2,0,49,25,24,4,82,0,0,1,Jeremy Chardy,Federer,2018,3,2
2018-03-05,Indian Wells Masters,Hard,R32,1,28,6-2 6-1,93,6,1,42,27,15,0,58,0,0,1,Filip Krajinovic,Federer,2018,3,2
2018-03-05,Indian Wells Masters,Hard,R64,1,67,6-3 7-6(6),153,5,1,82,53,29,2,101,0,0,1,Federico Delbonis,Federer,2018,3,2
2018-02-12,Rotterdam,Hard,F,2,5,6-2 6-2,88,3,0,39,24,15,1,55,0,0,1,Grigor Dimitrov,Federer,2018,2,2
2018-02-12,Rotterdam,Hard,SF,2,81,6-3 7-6(3),136,9,2,67,42,25,7,84,0,0,1,Andreas Seppi,Federer,2018,2,2
2018-02-12,Rotterdam,Hard,QF,2,42,4-6 6-1 6-1,131,6,1,61,35,26,9,79,0,0,1,Robin Haase,Federer,2018,2,3
2018-02-12,Rotterdam,Hard,R16,2,36,7-6(8) 7-5,159,11,0,68,46,22,5,101,0,0,1,Philipp Kohlschreiber,Federer,2018,2,2
2018-02-12,Rotterdam,Hard,R32,2,116,6-1 6-2,82,6,0,36,23,13,3,47,0,0,1,Ruben Bemelmans,Federer,2018,2,2
2018-01-15,Australian Open,Hard,F,2,6,6-2 6-7(5) 6-3 3-6 6-1,280,24,4,139,84,55,16,183,0,0,1,Marin Cilic,Federer,2018,1,5
2018-01-15,Australian Open,Hard,SF,2,58,6-1 5-2 RET,90,9,1,37,16,21,1,62,1,0,1,Hyeon Chung,Federer,2018,1,3
2018-01-15,Australian Open,Hard,QF,2,20,7-6(1) 6-3 6-4,190,15,5,96,60,36,4,134,0,0,1,Tomas Berdych,Federer,2018,1,3
2018-01-15,Australian Open,Hard,R16,2,80,6-4 7-6(3) 6-2,189,6,2,81,48,33,5,121,0,0,1,Marton Fucsovics,Federer,2018,1,3
2018-01-15,Australian Open,Hard,R32,2,31,6-2 7-5 6-4,184,12,1,94,61,33,3,119,0,0,1,Richard Gasquet,Federer,2018,1,3
2018-01-15,Australian Open,Hard,R64,2,55,6-4 6-4 7-6(4),199,17,1,92,53,39,7,115,0,0,1,Jan Lennard Struff,Federer,2018,1,3
2018-01-15,Australian Open,Hard,R128,2,51,6-3 6-4 6-3,171,12,3,81,58,23,2,99,0,0,1,Aljaz Bedene,Federer,2018,1,3
2017-11-13,Tour Finals,Hard,SF,2,8,2-6 6-3 6-4,170,7,3,77,47,30,7,105,0,0,0,David Goffin,David Goffin,2017,11,3
2017-11-13,Tour Finals,Hard,RR,2,9,6-4 7-6(4),149,5,1,63,40,23,11,,0,0,1,Jack Sock,Federer,2017,11,2
2017-11-13,Tour Finals,Hard,RR,2,5,6-7(5) 6-4 6-1,192,17,2,93,64,29,12,114,0,0,1,Marin Cilic,Federer,2017,11,3
2017-11-13,Tour Finals,Hard,RR,2,3,7-6(6) 5-7 6-1,205,6,2,98,52,46,8,,0,0,1,Alexander Zverev,Federer,2017,11,3
2017-10-23,Basel,Hard,F,2,19,6-7(5) 6-4 6-3,209,7,5,101,53,48,6,151,0,0,1,Juan Martin Del Potro,Federer,2017,10,3
2017-10-23,Basel,Hard,SF,2,10,6-1 6-2,105,4,3,40,23,17,6,60,0,0,1,David Goffin,Federer,2017,10,2
2017-10-23,Basel,Hard,QF,2,28,4-6 6-1 6-3,155,12,2,72,38,34,1,103,0,0,1,Adrian Mannarino,Federer,2017,10,3
2017-10-23,Basel,Hard,R16,2,40,6-1 6-3,105,2,1,56,34,22,4,57,0,0,1,Benoit Paire,Federer,2017,10,2
2017-10-23,Basel,Hard,R32,2,76,6-1 6-3,101,8,2,40,21,19,4,61,0,0,1,Frances Tiafoe,Federer,2017,10,2
2017-10-09,Shanghai Masters,Hard,F,2,1,6-4 6-3,105,10,0,44,30,14,4,72,0,0,1,Rafael Nadal,Federer,2017,10,2
2017-10-09,Shanghai Masters,Hard,SF,2,23,3-6 6-3 6-3,175,7,0,64,46,18,12,117,0,0,1,Juan Martin Del Potro,Federer,2017,10,3
2017-10-09,Shanghai Masters,Hard,QF,2,31,7-5 6-4,124,5,2,61,48,13,1,78,0,0,1,Richard Gasquet,Federer,2017,10,2
2017-10-09,Shanghai Masters,Hard,R16,2,41,6-4 6-2,114,11,1,46,37,9,6,60,0,0,1,Alexandr Dolgopolov,Federer,2017,10,2
2017-10-09,Shanghai Masters,Hard,R32,2,26,7-6(4) 6-4,157,14,0,72,47,25,3,93,0,0,1,Diego Schwartzman,Federer,2017,10,2
2017-09-22,Laver Cup,Hard,RR,2,20,4-6 7-6(6) [11-9],,,,,,,,,0,0,1,Nick Kyrgios,Federer,2017,9,3
2017-09-22,Laver Cup,Hard,RR,2,16,6-4 6-2,,,,,,,,,0,0,1,Sam Querrey,Federer,2017,9,2
2017-08-28,US Open,Hard,QF,3,28,7-5 3-6 7-6(8) 6-4,256,17,5,137,84,53,12,170,0,0,0,Juan Martin Del Potro,Juan Martin Del Potro,2017,8,4
2017-08-28,US Open,Hard,R16,3,37,6-4 6-2 7-5,171,11,2,75,49,26,4,109,0,0,1,Philipp Kohlschreiber,Federer,2017,8,3
2017-08-28,US Open,Hard,R32,3,35,6-3 6-3 7-5,175,13,1,84,46,38,9,106,0,0,1,Feliciano Lopez,Federer,2017,8,3
2017-08-28,US Open,Hard,R64,3,101,6-1 6-7(3) 4-6 6-4 6-2,317,12,2,140,87,53,5,188,0,0,1,Mikhail Youzhny,Federer,2017,8,5
2017-08-28,US Open,Hard,R128,3,70,4-6 6-2 6-1 1-6 6-4,254,17,4,116,63,53,5,157,0,0,1,Frances Tiafoe,Federer,2017,8,5
2017-08-07,Canada Masters,Hard,F,3,8,6-3 6-4,112,2,2,53,27,26,6,68,0,0,0,Alexander Zverev,Alexander Zverev,2017,8,2
2017-08-07,Canada Masters,Hard,SF,3,52,6-3 7-6(5),128,9,1,54,30,24,9,75,0,0,1,Robin Haase,Federer,2017,8,2
2017-08-07,Canada Masters,Hard,QF,3,16,6-4 6-4,109,5,2,51,26,25,2,68,0,0,1,Roberto Bautista Agut,Federer,2017,8,2
2017-08-07,Canada Masters,Hard,R16,3,33,4-6 6-4 6-2,187,12,4,102,60,42,1,116,0,0,1,David Ferrer,Federer,2017,8,3
2017-08-07,Canada Masters,Hard,R32,3,116,6-2 6-1,91,5,1,46,28,18,1,53,0,0,1,Peter Polansky,Federer,2017,8,2
2017-07-03,Wimbledon,Grass,F,5,6,6-3 6-1 6-4,160,8,2,70,53,17,5,101,0,0,1,Marin Cilic,Federer,2017,7,3
2017-07-03,Wimbledon,Grass,SF,5,15,7-6(4) 7-6(4) 6-4,233,13,4,105,70,35,9,138,0,0,1,Tomas Berdych,Federer,2017,7,3
